Tempo,Referencia_Temperatura,Referencia_Umidade,Saida_Temperatura,Saida_Umidade,Erro_Temperatura,Erro_Umidade
6156,36,50,32.0717873694444,44.7855474917451,3.92821263055562,5.21445250825487
6174,36,50,32.0717896358467,44.7855255139514,3.92821036415331,5.21447448604864
6192,36,50,32.0717917656096,44.7855042922965,3.9282082343904,5.21449570770346
6210,36,50,32.0717937669,44.7854837992958,3.92820623310004,5.21451620070424
6228,36,50,32.0717956473987,44.7854640085433,3.92820435260135,5.21453599145667
6246,36,50,32.0717974143295,44.7854448946662,3.9282025856705,5.21455510533376
6264,36,50,32.0717990744863,44.7854264332799,3.92820092551369,5.21457356672012
6282,36,50,32.0718006342585,44.7854086009458,3.92819936574147,5.21459139905421
6300,36,50,32.0718020996551,44.7853913751314,3.92819790034486,5.21460862486855
6318,36,50,32.0718034763273,44.7853747341719,3.92819652367267,5.2146252658281
6336,36,50,32.0718047695897,44.7853586572332,3.9281952304103,5.2146413427668
6354,36,50,32.0718059844403,44.7853431242776,3.9281940155597,5.21465687572243
6372,36,50,32.0718071255794,44.78532811603,3.92819287442064,5.21467188396996
6390,36,50,32.0718081974271,44.7853136139468,3.92819180257294,5.21468638605318
6408,36,50,32.0718092041401,44.7852996001849,3.92819079585988,5.21470039981507
6426,36,50,32.0718101496275,44.7852860575734,3.92818985037255,5.21471394242661
6444,36,50,32.0718110375649,44.7852729695855,3.92818896243507,5.21472703041449
