Tempo,Referencia_Temperatura,Referencia_Umidade,Saida_Temperatura,Saida_Umidade,Erro_Temperatura,Erro_Umidade
5634,36,50,31.8897074801737,44.9058050435482,4.11029251982626,5.09419495645177
5652,36,50,31.8897277032104,44.9058225423142,4.1102722967896,5.0941774576858
5670,36,50,31.8897467585372,44.9058399673748,4.11025324146281,5.09416003262516
5688,36,50,31.8897647136419,44.905857293449,4.11023528635811,5.09414270655098
5706,36,50,31.889781632094,44.9058744976305,4.11021836790597,5.09412550236947
5724,36,50,31.8897975737752,44.9058915592247,4.11020242622483,5.09410844077533
5742,36,50,31.8898125950953,44.9059084595948,4.1101874049047,5.09409154040521
5760,36,50,31.8898267491961,44.9059251820181,4.11017325080387,5.09407481798191
5778,36,50,31.8898400861422,44.9059417115504,4.11015991385776,5.09405828844962
5796,36,50,31.8898526531007,44.9059580348991,4.11014734689932,5.09404196510088
5814,36,50,31.8898644945101,44.9059741403044,4.11013550548995,5.09402585969558
5832,36,50,31.8898756522393,44.9059900174274,4.11012434776069,5.09400998257258
5850,36,50,31.8898861657374,44.9060056572458,4.11011383426263,5.09399434275421
5868,36,50,31.8898960721737,44.9060210519557,4.11010392782629,5.0939789480443
5886,36,50,31.8899054065708,44.9060361948802,4.11009459342923,5.09396380511979
5904,36,50,31.8899142019285,44.9060510803834,4.11008579807147,5.09394891961664
5922,36,50,31.8899224893418,44.9060657037899,4.11007751065821,5.09393429621006
5940,36,50,31.8899302981105,44.9060800613103,4.11006970188946,5.09391993868967
5958,36,50,31.8899376558439,44.9060941499704,4.11006234415607,5.09390585002964
5976,36,50,31.8899445885581,44.9061079675457,4.11005541144189,5.09389203245435
5994,36,50,31.8899511207684,44.9061215125004,4.11004887923165,5.09387848749962
6012,36,50,31.8899572755759,44.9061347839301,4.1100427244241,5.09386521606994
6030,36,50,31.8899630747496,44.9061477815082,4.11003692525036,5.09385221849182
6048,36,50,31.8899685388031,44.9061605054363,4.11003146119689,5.09383949456365
6066,36,50,31.889973687067,44.9061729563979,4.11002631293301,5.09382704360209
6084,36,50,31.8899785377574,44.9061851355147,4.11002146224261,5.09381486448532
6102,36,50,31.8899831080402,44.9061970443066,4.11001689195977,5.09380295569342
6120,36,50,31.8899874140918,44.9062086846542,4.11001258590824,5.09379131534578
6138,36,50,31.8899914711558,44.9062200587639,4.11000852884422,5.09377994123612
6156,36,50,31.8899952935973,44.9062311691352,4.11000470640268,5.09376883086485
6174,36,50,31.8899988949534,44.9062420185307,4.11000110504664,5.0937579814693
6192,36,50,31.8900022879806,44.9062526099483,4.10999771201939,5.09374739005172
6210,36,50,31.8900054847005,44.9062629465947,4.10999451529953,5.09373705340528
6228,36,50,31.8900084964414,44.9062730318618,4.10999150355862,5.09372696813817
6246,36,50,31.8900113338789,44.906282869304,4.10998866612113,5.09371713069597
6264,36,50,31.8900140070731,44.9062924626177,4.10998599292693,5.09370753738234
6282,36,50,31.8900165255043,44.9063018156218,4.10998347449573,5.09369818437817
6300,36,50,31.8900188981063,44.9063109322407,4.10998110189373,5.09368906775926
6318,36,50,31.8900211332979,44.9063198164873,4.10997886670207,5.09368018351269
6336,36,50,31.8900232390128,44.9063284724481,4.1099767609872,5.09367152755189
6354,36,50,31.8900252227271,44.9063369042695,4.10997477727292,5.09366309573055
6372,36,50,31.890027091486,44.9063451161446,4.109972908514,5.09365488385541
6390,36,50,31.8900288519286,44.906353112302,4.10997114807137,5.09364688769799
6408,36,50,31.8900305103113,44.9063608969945,4.10996948968873,5.09363910300545
6426,36,50,31.8900320725295,44.9063684744895,4.10996792747046,5.09363152551046
6444,36,50,31.8900335441391,44.9063758490598,4.10996645586088,5.09362415094024
6462,36,50,31.8900349303753,44.9063830249751,4.10996506962466,5.09361697502485
6480,36,50,31.8900362361716,44.9063900064952,4.10996376382835,5.09360999350479
